formula,band_gap,energy_above_hull,formation_energy,volume,density,nsites,spacegroup_number
RePbBrO4,2.916003168830709,0.09139210196428582,-1.841604808214285,271.2585311975452,6.578387919655467,14,31
Fe3Pb4BrO8,1.2332999999999998,0.08584419471679716,-1.4787218790624985,249.06472851353024,8.028747985168804,16,123
As3Pb5BrO12,2.9898,0.0009875043452494126,-1.701114305357142,725.1646970113687,7.019217776933609,42,176
SbPbBrO2,1.423,0.1040774341562436,-1.4537989189999991,100.51255489684354,7.283367776142895,5,107
Pb12BrCl7O8,2.7313999999999994,0.12599601071428523,-1.3847267694642855,703.7847470504985,6.942586844500416,28,6
Pb3BrF5,2.9997,0.18105820208333245,-2.268123386666666,252.758669488518,5.232709744372234,9,8
BiPbBrO2,1.7552000000000003,0.02134213465625301,-1.4815290749999996,106.06848147333677,8.267326665374457,5,107
PbBrF,2.6153999999999997,0.17319284125000234,-1.8136669583333302,134.20409005951333,7.574955418698443,6,129
LaPb6BrO7,1.9301000000000004,0.01070178765625407,-1.842603790999999,682.3884616807068,7.660437983032412,30,63
Te2Pb3(BrO3)2,2.4998,0.045628167115368434,-1.4458363748717946,540.9203592217948,6.953829057336454,26,12
Pb3Se2(BrO3)2,2.8328999999999995,0.0643005378846162,-1.3546131903605763,533.3402618314843,6.446903555724278,26,15
Pb7(BrO4)2,1.1408999999999998,0.18456527661764355,-1.2353092826470573,799.3980262571282,7.221319614300277,34,4
TePb3(BrO2)2,1.9229999999999996,0.04007073240625214,-1.4173822546666657,214.42025237122198,7.53526681929601,10,38
Pb3(BrO)2,2.3870000000000005,0.08428513937500082,-1.3100035314285705,730.6690338978106,7.39428500545488,28,62
Pb2CBr2O3,2.7849000000000004,0.1382358675000006,-1.4772572343749992,663.8393211657299,6.3457641452751945,32,127
Hg2Pb(SBr)2,2.2465,0.09167299285714314,-0.6772257310714297,1314.322369253672,4.206263513722799,28,14
RbPbBr3,1.7508000000000001,0.03939336500000312,-1.5730234424999996,214.22580793725126,4.126661796335753,5,8
RbPbBr3,2.8211,0.0,-1.6124168075000025,367.8035851927661,4.807117129869688,10,63
CsPbBr3,1.8178,0.007483645000001982,-1.6268859464310323,406.14133522480637,4.741253589411975,10,140
KPbBr3O,1.6397,0.38884704597222264,-0.9965049637083331,407.08058883815204,4.095536572775448,12,36
CsPbBr3,2.2291,0.009077043000002227,-1.6252925484310325,407.6294025266833,4.72394545512976,10,38
PbCBr3N,1.0271499616100583,0.6004900626822902,-0.0911919779166664,944.8122549425747,3.3247568135687455,24,62
BPb7Br3O7,1.9254000000000002,0.04250228988715232,-1.5914831834259249,1626.734620148762,7.402369037684252,72,15
B3Pb10Br3O13,2.4353999999999996,0.02140880677263013,-1.8087727147413786,1206.2595178762904,7.026553518608126,58,9
CsPbBr3,2.0087,0.004584386999999968,-1.6297852044310346,813.5305348019324,4.733981039598001,20,62
CsPbBr3,2.8824,0.0,-1.6343695914310346,769.2071757466882,5.006763130034349,20,62
CsPbBr3,1.7819000000000003,0.02507302199999817,-1.6092965694310366,210.49949127443736,4.573928069338352,5,221
TlPb2Br5,2.9522897327485795,0.006589565312498991,-1.2511987344791677,1035.9880556860192,6.528771849750515,32,14
Tl3PbBr5,2.9075000000000006,0.015262295277777227,-1.183211311111113,1209.7877963567705,6.697510535482916,36,76
AgPb2Br5,1.9341,0.03584371312500023,-1.0990943833333322,487.71862786878813,6.276837635085122,16,15
Cs2PbBr6,0.5108,0.04376335972222423,-1.4770518765900382,367.49615529316577,4.303597046073295,9,225
Pb4SBr6,2.2614,0.043006640227272186,-1.1577656006818169,360.8211389904167,6.168159255776941,11,44
Pd(PbBr3)2,1.2637,0.019533725555553882,-1.0743081216666666,544.9084767365256,6.0962319778920095,18,14
Pb13(Br3O5)2,2.0074000000000005,0.05468834114224297,-1.3604785824137902,1441.5357882939093,7.678764067264585,58,15
Pb4SeBr6,1.9786591288751492,0.09571849113636288,-1.1073429083948858,359.3461050050674,6.410180034505279,11,8
Pb4SeBr6,1.9666000000000001,0.09663727113636345,-1.1064241283948852,357.01135353066036,6.452100766545781,11,44
Pb12Br7ClO8,2.710307529227103,0.0901906148214282,-1.3207315001785709,753.2951592511852,7.074202447345459,28,6
TlPb8Br9O4,2.9557,0.16762931073863552,-1.1770228615151515,1334.730562710401,6.5815829456863435,44,85
Pb9(Br5O2)2,2.9011000000000005,0.19817166451087243,-1.156629876086953,1302.434069405143,6.955716246792891,46,85
Mo6PbBr14,2.2911,0.0,-1.092181490476191,2669.3873931686976,4.731435243120679,84,201
NaPb2IO6,2.6086,0.04049648900000058,-1.33546270663793,142.1552226740244,7.7129660292597295,10,225
HPb2IO2,2.3274000000000004,0.09294085205729363,-1.192512697708332,317.570601653997,6.006010612800785,12,12
P3Pb5IO12,2.4246,0.033440658571442405,-2.200603158282312,698.8990199001935,6.879847326981985,42,176
PPb2IO4,2.9295232953670967,0.04493765218749868,-2.025084004017856,644.5158442657945,6.557237573261946,32,14
Pb2IOF,2.267958605688786,0.021449779406250258,-1.6523692089999993,249.3421471839488,7.675978176685979,10,67
AsPb2S3I,1.8295000000000003,0.006573080178573498,-0.6785971396428556,793.1093758415303,5.966405422967352,28,62
SbPbIO2,1.4366000000000003,0.1065157929062428,-1.3399073849999994,109.40494638709656,7.404747654276198,5,107
BiPbIO2,1.7164000000000001,0.014217091406251825,-1.3772009429999996,115.18327577015269,8.290690601980177,5,107
PbIF,2.0780999999999996,0.14780522749999836,-1.653299279999999,169.73032469128702,6.909090845881167,6,129
Pb4IF7,2.9103000000000003,0.061339217291665804,-2.3991937720833327,476.6416760310876,7.585646983934467,24,63
BaPb2IF5,2.8346000000000005,0.044883705833333565,-2.836238154444444,380.3104953506311,6.755701138106668,18,129
RbPbIO6,1.3747,0.0,-1.248388385277777,332.80409491774435,5.144900151890987,18,182
HPbIO,2.72,0.07290918269531321,-1.1202849734374993,360.2084080850585,6.474417198240853,16,62
CsPbI2Br,1.4384,0.18755340616666683,-1.1993876209310343,242.33084912816582,4.617248563822033,5,123
Cs2Pb(ICl)2,2.9646000000000003,0.09856127547619131,-1.6010470513300492,648.2370343292783,4.086946162487227,14,139
Pb3Se2(IO3)2,2.633,0.0547074634615381,-1.2784730530528843,583.108207865704,6.432044081338882,26,15
Pb3(IO6)2,0.8024999999999998,0.05455410544117445,-0.960724496911765,1042.0169084757072,6.8039674868462425,68,14
Pb(IO3)2,2.6939000000000006,0.0,-1.0513171166666682,565.5658043409426,6.54161988980146,36,60
Pb5(IF4)2,2.9581999999999997,0.12739762366666607,-2.201249669333332,317.4012881995764,7.543002978905503,15,160
Hg2Pb(SI)2,1.6317,0.020059193571428047,-0.5896207085714297,899.3113160821075,6.841629867849338,28,127
Pb3(IO)2,2.2335,0.0610157815178578,-1.1740540674999969,832.1643821425162,7.242732498744938,28,62
P28Pb5I2,1.1116000000000001,0.0,-0.08885298764285575,3529.6275048628977,4.059245464203119,140,14
H4PbI3N,2.7535083068613924,0.13965555944444485,-0.5073263294444439,258.3166779466308,3.8952450225765856,9,8
CsPbI3,1.4788,0.025049344000002804,-1.238177400931034,247.0988555291859,4.844004150630407,5,221
CsPbI3,1.6363999999999999,0.01582331700000239,-1.2474034279310342,1008.6977999446959,4.746507355780989,20,62
H4PbI3N,2.4421999999999997,0.09851775944444485,-0.5484641294444437,888.0377064464403,4.532270405708585,36,62
KPbI3,2.411638278367111,0.014278023500001513,-1.206837611949997,860.6416828616508,4.839075131306217,20,62
SbPb2S2I3,1.4018999999999995,0.048298557656248686,-0.7424126037499992,552.4543444374108,5.897299950487757,16,36
RbPbI3,2.4518,0.0,-1.2359468200000017,886.2002703632756,5.04705694582221,20,62
TlPbI3,2.1423,0.011369082999998614,-0.8882086816666674,435.6215032572197,6.040287870522951,10,63
CsPbI3,2.5181,0.0,-1.2632267449310368,930.846658290349,5.143480383752095,20,62
SbPb2S2I3,1.7237999999999998,0.027322848281248646,-0.7633883131249992,1096.7478719307567,5.941181307900788,32,14
Ag2PbI4,0.9013999999999998,0.10418355357142817,-0.5581934733333327,255.27057984852271,6.05326997967276,7,139
CaPbI4,2.8232999999999997,0.0007101441666681474,-1.4074287516666655,266.04388351460426,4.711756891933702,6,12
CaPbI4,2.9111000000000002,0.001099840833331367,-1.407039055000002,266.98416720521374,4.695162693835817,6,10
CaPbI4,2.6306000000000003,0.05063226916666741,-1.357506626666666,273.20796887677074,4.588204754276933,6,65
CaPbI4,2.6263,0.0906276362500007,-1.317511259583333,1186.4732472893336,4.22608467429205,24,14
CaPbI4,2.7904999999999998,0.050247090000000494,-1.357891805833333,1110.0371079119927,4.517088997374771,24,14
CaPbI4,2.6676,0.0846550683333338,-1.3234838274999998,1144.1422380370477,4.382441483350442,24,14
CaPbI4,2.8871,0.00136881791666843,-1.406770077916665,1080.8237393555949,4.639180491924138,24,31
CsPb2I5,1.9530635819110937,0.03790874562499846,-1.0973079193318958,712.2071523580712,5.51095627527239,16,140
Tl3PbI5,2.6249,0.026096279722221283,-0.8586223069444464,1488.174129018842,6.493520252244506,36,19
InPb2I5,1.8572000000000006,0.05699397874999823,-0.7975110845833324,632.108396367293,6.114256125561011,16,140
CaPbI6,1.7803000000000002,0.0,-1.070896201250001,1482.5413777604374,4.5192499521280185,32,43
CaPbI6,2.073,0.012577960000001553,-1.0583182412499994,1659.696704105183,4.036867117889423,32,43
ThPbI6,1.4489824621133773,0.05847266843750276,-1.249487726249999,336.77430222239667,5.920139775402233,8,38
Pb5(SI3)2,1.8469000000000002,0.025685033461536833,-0.853776504999999,505.19842487558884,6.118759830626387,13,12
Tl4PbI6,2.3258,0.016878303181816268,-0.8644631975757601,926.004000891896,6.405994992885963,22,55
ThPbI6,2.4248000000000003,0.03336018343750258,-1.2746002112499992,771.4193813107205,5.1690455029339715,16,163
Tl6PbI10,1.2149,0.013339108823528623,-0.8058290938235319,1389.6261223643273,6.4588318476763655,34,159
ThPbI12,0.585,0.0,-0.8210555585714285,707.0352017945438,4.608158004557789,14,6
Nd3Pb3I13O40,2.8386,0.0,-1.3503988024152551,2004.3107783102735,5.540999451345861,118,161
La3Pb3I13O40,2.9264000000000006,0.0,-1.3666935572881362,2060.7110719400653,5.363544639566291,118,161
Mo6PbI14,1.8429999999999995,0.0,-0.6882203536904764,3274.8107275360426,5.191327847260767,84,201
CsPbCl3,2.6743,0.0,-1.8867979949310343,356.9651386649454,4.1537482793790135,10,127
Cs2Pb(ICl)2,2.9646000000000003,0.09856127547619131,-1.6010470513300492,648.2370343292783,4.086946162487227,14,139
InPbCl3,2.5321999999999996,0.025342604125000445,-1.383731084333333,307.7701151491672,4.6225199245350925,10,63
InPbCl3,2.9011,0.043480789125001085,-1.3655928993333322,190.93686574017815,3.7255076015268362,5,8
RbPbCl3,2.1948,0.03813258600000413,-1.8286296054999986,186.76458044490604,3.5477797201573136,5,8
PbClF,2.6066000000000003,0.3454998304166681,-1.796605448333332,160.92642147920472,5.3997643576196,6,4
Hg6P4PbCl6,2.1079,0.0,-0.6866287721218507,1785.1559762756394,6.501500243029578,68,198
RbPbCl3,2.1963,0.03835282000000406,-1.828409371499999,187.45133578838053,3.5347819110457315,5,221
K2PbCl6,2.0254,0.0,-1.6805995004999998,535.3762610553601,3.089934366790792,18,14
CsPbCl3,2.1878,0.012814112000000932,-1.8739838829310334,183.23540813354208,4.046006570540077,5,221
BiPbClO2,2.0736999999999997,0.03888059115625353,-1.557137906,204.95523902001557,7.8367371034541105,10,63
SbPbClO2,1.9127,0.06289324365624438,-1.5881303969999991,189.25426137653247,6.956327181148746,10,63
Cs2PbCl6,1.4541,0.0,-1.74207226103448,293.46134697481983,3.880169048448099,9,225
Rb2PbCl6,1.2605,0.0,-1.7062683794444444,271.38769042996114,3.615254196893053,9,225
PbCClO2,2.9170000000000003,0.18644798374999727,-1.4644022879999994,170.77531287147193,5.5747434783215395,10,12
VPbClO3,2.3906,0.11300659520833456,-1.947136040416666,414.249190890039,5.477167236359793,24,62
Cs2Nb6PbCl18,1.0644,0.0,-1.796096185530013,728.2296593221475,3.8048172602627903,27,148
Cs2Ta6PbCl18,1.4493,0.0,-1.7934226090114935,723.5177768820963,5.041975465430184,27,148
Mo6PbCl14,2.6058000000000003,0.0,-1.3883896355952392,2260.486017801904,3.7587167901613094,84,201
Pb(ClO2)2,1.1818000000000004,0.20783896511905287,-0.6388999007142852,241.9506709287212,4.695803415114609,14,68
HPbClO,2.8977,0.13433821800781498,-1.314606516562499,141.92267680053635,6.076212046437683,8,12
CsPbCl3,2.3104999999999998,0.01364291399999873,-1.8731550809310353,182.94648775297858,4.052396273739524,5,155
CsPbCl3,2.413,3.6284999998859035e-05,-1.8867617099310354,356.75074462602305,4.1562445288857,10,38
TlPbCl3,2.6017,0.052488018250000046,-1.4401613519166676,1153.259999340162,5.96613721164954,40,42
PbCl2O7,0.5772,0.20410535575000832,-0.450776510499999,318.214837747367,4.071332967008234,20,15
CdPb2(ClO)2,2.4354999999999998,0.11467793022321526,-1.3773008685714276,162.38972529078478,6.439247842459104,7,12
Bi12Pb2Cl6O17,1.0288000000000004,0.09641200490991331,-1.521171139594596,733.9489904025352,7.707953998315789,37,8
Pb2ClOF,2.5741,0.07200181615625123,-1.806417634999999,219.32748114072405,7.341658210119761,10,67
Pd(PbCl3)2,1.5378999999999998,0.0340692772222253,-1.3319081972222193,470.04542385366574,5.182769348337054,18,14
HgPb2(ClO)2,2.2477999999999994,0.12844325446428506,-1.1808208074999997,159.6876182370391,7.465152125977458,7,12
TePb3(ClO2)2,2.0877000000000003,0.0705383499062524,-1.4800619246666655,204.324740781097,7.185074911440383,10,38
Bi13Pb3Cl7O19,0.5725765179690443,0.1142307863293679,-1.511453091785715,836.6854715804884,7.721342652236205,42,8
Pb3(ClO)2,2.4293,0.1308807043750031,-1.3964755199999968,676.3321854948258,7.1152522492471215,28,62
Te2Pb3(ClO3)2,2.5593999999999997,0.07025528326921471,-1.4928610183333328,516.2034684271501,6.714827456724676,26,12
MoPb3Cl2O5,2.2047,0.11105247068181345,-1.6579997204545445,426.08026737455043,6.769069778875313,22,63
HPb3ClO3,2.139,0.05698090564453473,-1.4024776301562492,647.6635835145029,7.241035727689954,32,26
Te2Pb3(ClO3)2,2.5073,0.0884206544230608,-1.474695647179487,516.2034684271501,6.714827456724676,26,1
Pb3ClO3,0.7115999999999998,0.19660527575893294,-1.290563413571427,669.3589174627327,6.996336540203704,28,26
AgPb4ClO4,2.4109,0.057595852270833525,-1.277416697666665,437.5338063352565,7.864607134490434,20,85
Fe3Pb4ClO8,1.1204999999999998,0.09471271799804715,-1.4989618831249993,246.56596037408661,7.810750973715757,16,123
Cr3Pb5ClO12,0.5892999999999997,0.08260517910713805,-1.6778723676190466,693.3034816373382,6.799405574138571,42,176
As3Pb5ClO9,2.6399000000000004,0.013509047144099284,-1.59489286875,690.928260189015,6.922654913807679,36,176
V3Pb5ClO12,2.7954,0.0017943547023895334,-2.032018669523809,715.4909531335836,6.573869746364124,42,176
As3Pb5ClO9,2.0202,0.10042127825520986,-1.507980637638889,743.3276582519815,6.434656187466472,36,173
LaPb6ClO7,2.1327,0.02091076048958751,-1.8634439139999992,675.5957553605919,7.518947841857808,30,12
B3Pb6ClO10,2.816,0.012216022410706628,-2.028255984999999,1346.954034392527,7.25425144773711,80,57
Pb7(ClO4)2,1.213236624231207,0.1871029583823498,-1.2875641229411752,800.4710203259633,6.842793828816908,34,4
SiPb7(ClO4)2,1.4207999999999998,0.21035050902488983,-1.597056024999999,374.66774072141055,7.434229975801115,18,38
Pb7(ClO4)2,0.9098000000000002,0.20369505985293834,-1.2709720214705864,801.8995543524212,6.830603818525165,34,4
As4Pb8Cl6O11,2.1774999999999998,0.169847918329741,-1.4470064894827577,2723.050998029852,5.722435614050384,116,14
Ag2Pb8Cl4O7,2.0909999999999997,0.09572766387400744,-1.264839505039681,1932.7861655986756,7.310081398958038,84,14
Pb12BrCl7O8,2.7313999999999994,0.12599601071428523,-1.3847267694642855,703.7847470504985,6.942586844500416,28,6
Pb12Br7ClO8,2.710307529227103,0.0901906148214282,-1.3207315001785709,753.2951592511852,7.074202447345459,28,6
Pb13(Cl3O5)2,1.8938000000000001,0.0935096747629327,-1.4180165117241363,1366.6091068958028,7.451627312895466,58,15
V2Pb14Cl4O17,2.2763,0.037058591148645625,-1.6711425601351373,1452.8337791283143,7.80984937199794,74,15
As2Pb14Cl4O17,1.9689,0.040394699763526276,-1.55366273527027,1504.3350346165244,7.648357769040493,74,15
